Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2020-06-01,55.83000183105469,54.63999938964844,39.439998626708984,23.68000030517578,67.81999969482422,97.94000244140625,59.63999938964844,35.34000015258789,60.400001525878906,101.98999786376953,125.37000274658203
2020-06-02,56.84000015258789,54.86000061035156,40.540000915527344,23.8700008392334,68.69999694824219,98.86000061035156,59.79999923706055,35.56999969482422,60.790000915527344,102.58000183105469,126.44000244140625
2020-06-03,58.130001068115234,55.029998779296875,41.72999954223633,24.760000228881836,71.37999725341797,99.62999725341797,59.880001068115234,36.41999816894531,61.52000045776367,102.37999725341797,128.8300018310547
2020-06-04,58.34000015258789,54.619998931884766,41.7400016784668,25.299999237060547,72.13999938964844,98.80999755859375,59.59000015258789,35.7400016784668,60.41999816894531,101.56999969482422,128.17999267578125
2020-06-05,59.83000183105469,55.5099983215332,44.84000015258789,26.239999771118164,74.79000091552734,101.41000366210938,60.41999816894531,37.04999923706055,61.189998626708984,103.20999908447266,131.25
2020-06-08,59.90999984741211,56.54999923706055,46.86000061035156,26.739999771118164,76.29000091552734,101.91999816894531,61.06999969482422,37.86000061035156,62.83000183105469,103.91999816894531,133.25
2020-06-09,59.18000030517578,56.40999984741211,45.099998474121094,26.170000076293945,74.38999938964844,102.4000015258789,60.56999969482422,37.41999816894531,61.56999969482422,102.83999633789062,132.2100067138672
2020-06-10,58.5099983215332,56.2400016784668,42.880001068115234,25.190000534057617,72.61000061035156,104.11000061035156,60.400001525878906,36.720001220703125,61.209999084472656,102.68000030517578,130.97000122070312
2020-06-11,53.9900016784668,53.650001525878906,38.84000015258789,23.1299991607666,67.51000213623047,98.13999938964844,58.11000061035156,34.45000076293945,58.81999969482422,96.97000122070312,124.11000061035156
2020-06-12,55.040000915527344,54.119998931884766,39.81999969482422,23.829999923706055,68.81999969482422,99.41000366210938,58.119998931884766,35.540000915527344,58.66999816894531,97.5999984741211,125.33999633789062
2020-06-15,55.619998931884766,54.9900016784668,39.939998626708984,24.15999984741211,69.5,100.37000274658203,58.790000915527344,35.9900016784668,59.06999969482422,97.81999969482422,126.52999877929688
2020-06-16,56.779998779296875,55.439998626708984,41.09000015258789,24.540000915527344,70.86000061035156,102.51000213623047,59.709999084472656,36.59000015258789,59.34000015258789,100.2300033569336,129.19000244140625
2020-06-17,56.310001373291016,55.5099983215332,39.689998626708984,24.170000076293945,70.3499984741211,102.48999786376953,59.619998931884766,36.15999984741211,59.15999984741211,100.12999725341797,128.85000610351562
2020-06-18,56.349998474121094,55.689998626708984,40.18000030517578,24.139999389648438,70.08999633789062,102.94999694824219,59.93000030517578,35.709999084472656,59.150001525878906,99.79000091552734,128.3800048828125
2020-06-19,56.18000030517578,55.540000915527344,39.56999969482422,23.979999542236328,69.2300033569336,102.23999786376953,59.619998931884766,35.349998474121094,57.4900016784668,100.75,127.37999725341797
2020-06-22,56.08000183105469,55.54999923706055,39.25,23.709999084472656,69.04000091552734,103.87999725341797,58.9900016784668,34.97999954223633,57.56999969482422,99.94000244140625,128.38999938964844
2020-06-23,56.209999084472656,55.90999984741211,39.290000915527344,23.81999969482422,69.05000305175781,104.62999725341797,58.900001525878906,34.849998474121094,56.9900016784668,100.37000274658203,129.39999389648438
2020-06-24,54.56999969482422,54.650001525878906,37.11000061035156,22.979999542236328,66.6500015258789,102.2699966430664,57.90999984741211,33.959999084472656,56.470001220703125,97.75,126.55000305175781
2020-06-25,55.25,54.88999938964844,37.81999969482422,23.59000015258789,67.38999938964844,103.58000183105469,58.31999969482422,34.31999969482422,55.77000045776367,98.70999908447266,126.72000122070312
2020-06-26,54.4900016784668,52.470001220703125,36.5099983215332,22.579999923706055,66.13999938964844,101.54000091552734,57.130001068115234,33.72999954223633,55.18000030517578,97.51000213623047,123.75
2020-06-29,55.54999923706055,53.439998626708984,37.0,22.829999923706055,68.30999755859375,102.6500015258789,58.209999084472656,34.310001373291016,56.220001220703125,98.38999938964844,126.0999984741211
2020-06-30,56.349998474121094,54.040000915527344,37.849998474121094,23.139999389648438,68.69999694824219,104.48999786376953,58.63999938964844,34.810001373291016,56.43000030517578,100.06999969482422,127.70999908447266
2020-07-01,56.470001220703125,55.380001068115234,36.93000030517578,22.940000534057617,68.38999938964844,104.66000366210938,58.689998626708984,35.7599983215332,57.75,100.83999633789062,129.0
2020-07-02,57.529998779296875,55.20000076293945,37.34000015258789,22.969999313354492,68.9800033569336,105.2699966430664,58.9900016784668,35.63999938964844,57.900001525878906,101.5999984741211,129.50999450683594
2020-07-06,58.349998474121094,56.310001373291016,37.45000076293945,23.40999984741211,69.97000122070312,107.11000061035156,59.279998779296875,35.68000030517578,57.189998626708984,102.62999725341797,132.5800018310547
2020-07-07,58.369998931884766,56.150001525878906,36.2599983215332,22.93000030517578,68.62999725341797,105.98999786376953,59.81999969482422,35.099998474121094,56.959999084472656,101.73999786376953,130.5
2020-07-08,57.540000915527344,56.650001525878906,36.22999954223633,23.170000076293945,68.62999725341797,107.72000122070312,59.66999816894531,35.08000183105469,57.470001220703125,101.75,131.88999938964844
2020-07-09,57.0,56.720001220703125,34.439998626708984,22.68000030517578,67.13999938964844,108.11000061035156,59.20000076293945,34.959999084472656,56.70000076293945,100.94999694824219,131.74000549316406
2020-07-10,57.9900016784668,57.70000076293945,35.540000915527344,23.459999084472656,68.01000213623047,108.08000183105469,60.290000915527344,35.0,57.77000045776367,100.70999908447266,133.30999755859375
2020-07-13,57.9900016784668,56.540000915527344,35.349998474121094,23.559999465942383,68.29000091552734,105.83999633789062,60.20000076293945,34.45000076293945,57.83000183105469,101.27999877929688,131.6199951171875
2020-07-14,59.45000076293945,57.099998474121094,36.59000015258789,23.68000030517578,69.7699966430664,107.05999755859375,61.08000183105469,34.790000915527344,58.369998931884766,103.29000091552734,132.92999267578125
2020-07-15,60.45000076293945,57.439998626708984,37.380001068115234,24.149999618530273,71.55000305175781,107.63999938964844,61.130001068115234,34.95000076293945,58.13999938964844,104.62999725341797,134.8300018310547
2020-07-16,60.650001525878906,57.540000915527344,37.209999084472656,24.149999618530273,71.56999969482422,106.30999755859375,61.2599983215332,34.540000915527344,58.880001068115234,104.45999908447266,134.47000122070312
